## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 칼럼명 : INDEX	WORD_FORM	LEMMA	POS	HEAD	DEPREL
## klue-dp-v1_train_00000_wikitree	해당 그림을 보면 디즈니 공주들이 브리트니 스피어스의 앨범이나 뮤직비디오, 화보 속 모습을 똑같이 재연했다.
10	고려해볼	고려 하 여 보 ㄹ	NNG+XSV+EC+VX+ETM	11	VP_MOD
11	만하다.	만 하 다 .	NNB+XSA+EF+SF	0	VP

## klue-dp-v1_train_00229_wikitree	피해 차량은 포르셰 911 카레라 4S, 포르셰 파나메라, 에쿠스리무진, 벤츠 S클래스 승용차 등으로 알려졌다.
1	피해	피해	NNG	2	NP
2	차량은	차량 은	NNG+JX	14	NP_SBJ
3	포르셰	포르셰	NNP	4	NP
4	911	911	SN	5	NP
5	카레라	카레라	NNP	6	NP
6	4S,	4 S ,	SN+SL+SP	12	NP_CNJ
7	포르셰	포르셰	NNP	8	NP
8	파나메라,	파나메라 ,	NNP+SP	12	NP_CNJ
9	에쿠스리무진,	에쿠스리무진 ,	NNP+SP	12	NP_CNJ
10	벤츠	벤츠	NNG	11	NP
11	S클래스	S 클래스	SL+NNG	12	NP
12	승용차	승용차	NNG	13	NP
13	등으로	등 으로	NNB+JKB	14	NP_AJT
14	알려졌다.	알리 어 지 었 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00230_wikitree	뉴욕타임스는 이번 여성 폭력 문제는 거칠 것 없이 잘 나가는 닥터 드레에게는 악재가 될 것이라고 지적했다.
1	뉴욕타임스는	뉴욕타임스 는	NNP+JX	16	NP_SBJ
2	이번	이번	NNG	5	NP
3	여성	여성	NNG	4	NP
4	폭력	폭력	NNG	5	NP
5	문제는	문제 는	NNG+JX	14	NP_SBJ
6	거칠	거치 ㄹ	VV+ETM	7	VP_MOD
7	것	것	NNB	8	NP_SBJ
8	없이	없이	MAG	10	AP
9	잘	잘	MAG	10	AP
10	나가는	나가 는	VV+ETM	12	VP_MOD
11	닥터	닥터	NNG	12	NP
12	드레에게는	드레 에게 는	NNG+JKB+JX	14	NP_AJT
13	악재가	악재 가	NNG+JKC	14	NP_CMP
14	될	되 ㄹ	VV+ETM	15	VP_MOD
15	것이라고	것 이 라고	NNB+VCP+EC	16	VNP_CMP
16	지적했다.	지적 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00231_wikitree	그러나 사고 12일째인 지난 16일 추자도 해안과 해상에서 13번째 사망자 이모(44·경남 창원)씨와 14번째 사망자 이모(47·경남 양산)씨 시신을 각각 수습한 뒤로는 실종자가 추가로 발견되지 않았다.
1	그러나	그러나	MAJ	23	AP
2	사고	사고	NNG	3	NP
3	12일째인	12 일 째 이 ㄴ	SN+NNB+XSN+VCP+ETM	5	VNP_MOD
4	지난	지나 ㄴ	VV+ETM	5	VP_MOD
5	16일	16 일	SN+NNB	19	NP_AJT
6	추자도	추자도	NNP	7	NP
7	해안과	해안 과	NNG+JC	8	NP_CNJ
8	해상에서	해상 에서	NNG+JKB	19	NP_AJT
9	13번째	13 번 째	SN+NNB+XSN	10	NP
10	사망자	사망자	NNG	12	NP
11	이모(44·경남	이 모 ( 44 · 경남	NNG+NP+SS+SN+SP+NNP	12	NP
12	창원)씨와	창원 ) 씨 와	NNP+SS+NNB+JC	16	NP_CNJ
13	14번째	14 번 째	SN+NNB+XSN	14	NP
14	사망자	사망자	NNG	16	NP
15	이모(47·경남	이 모 ( 47 · 경남	NNG+NP+SS+SN+SP+NNP	16	NP
16	양산)씨	양산 ) 씨	NNP+SS+NNB	17	NP
17	시신을	시신 을	NNG+JKO	19	NP_OBJ
18	각각	각각	MAG	19	AP
19	수습한	수습 하 ㄴ	NNG+XSV+ETM	20	VP_MOD
20	뒤로는	뒤 로 는	NNG+JKB+JX	23	NP_AJT
21	실종자가	실종자 가	NNG+JKS	23	NP_SBJ
22	추가로	추가 로	NNG+JKB	23	NP_AJT
23	발견되지	발견 되 지	NNG+XSV+EC	24	VP
24	않았다.	않 았 다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00232_wikitree	회의에선 한일과 보조를 맞추는 상임이사국 미국이 대북제재를 이란제재와 같은 수준으로 격상하는 한편 금융제재를 강화하라고 촉구할 전망이다.
1	회의에선	회의 에서 ㄴ	NNG+JKB+JX	15	NP_AJT
2	한일과	한일 과	NNP+JC	4	NP_AJT
3	보조를	보조 를	NNG+JKO	4	NP_OBJ
4	맞추는	맞추 는	VV+ETM	6	VP_MOD
5	상임이사국	상임 이사국	NNG+NNG	6	NP
6	미국이	미국 이	NNP+JKS	11	NP_SBJ
7	대북제재를	대북제재 를	NNP+JKO	11	NP_OBJ
8	이란제재와	이란제재 와	NNP+JKB	9	NP_AJT
9	같은	같 은	VA+ETM	10	VP_MOD
10	수준으로	수준 으로	NNG+JKB	11	NP_AJT
11	격상하는	격상 하 는	NNG+XSV+ETM	12	VP_MOD
12	한편	한편	NNG	14	NP_AJT
13	금융제재를	금융 제재 를	NNG+NNG+JKO	14	NP_OBJ
14	강화하라고	강화 하 라고	NNG+XSV+EC	15	VP_AJT
15	촉구할	촉구 하 ㄹ	NNG+XSV+ETM	16	VP_MOD
16	전망이다.	전망 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00233_wikitree	상반기와 하반기에 한 차례씩 조선성곽의 변천사를 볼 수 있는 성곽유적들을 탐방하면서 조선건국과, 병자호란 그리고 사도세자와 정조 등 해당 성곽유적과 관련 있는 역사 이야기들을 청소년회원들이 탐구하고 직접 안내해설을 할 수 있는 기회의 장으로 활용되었다.
1	상반기와	상반기 와	NNG+JC	2	NP_CNJ
2	하반기에	하반기 에	NNG+JKB	11	NP_AJT
3	한	한	MMN	4	DP
4	차례씩	차례 씩	NNG+XSN	11	NP_AJT
5	조선성곽의	조선 성곽 의	NNP+NNG+JKG	6	NP_MOD
6	변천사를	변천사 를	NNG+JKO	7	NP_OBJ
7	볼	보 ㄹ	VV+ETM	8	VP_MOD
8	수	수	NNB	9	NP_SBJ
9	있는	있 는	VV+ETM	10	VP_MOD
10	성곽유적들을	성곽 유적 들 을	NNG+NNG+XSN+JKO	11	NP_OBJ
11	탐방하면서	탐방 하 면서	NNG+XSV+EC	25	VP
12	조선건국과,	조선 건국 과 ,	NNP+NNG+JC+SP	16	NP_CNJ
13	병자호란	병자호란	NNP	16	NP_CNJ
14	그리고	그리고	MAJ	16	AP
15	사도세자와	사도세자 와	NNP+JC	16	NP_CNJ
16	정조	정조	NNP	17	NP
17	등	등	NNB	23	NP
18	해당	해당	NNG	19	NP
19	성곽유적과	성곽 유적 과	NNG+NNG+JKB	21	NP_AJT
20	관련	관련	NNG	21	NP_SBJ
21	있는	있 는	VV+ETM	23	VP_MOD
22	역사	역사	NNG	23	NP
23	이야기들을	이야기 들 을	NNG+XSN+JKO	25	NP_OBJ
24	청소년회원들이	청소년 회원 들 이	NNG+NNG+XSN+JKS	25	NP_SBJ
25	탐구하고	탐구 하 고	NNG+XSV+EC	28	VP
26	직접	직접	MAG	28	AP
27	안내해설을	안내 해설 을	NNG+NNG+JKO	28	NP_OBJ
28	할	하 ㄹ	VV+ETM	29	VP_MOD
29	수	수	NNB	30	NP_SBJ
30	있는	있 는	VV+ETM	31	VP_MOD
31	기회의	기회 의	NNG+JKG	32	NP_MOD
32	장으로	장 으로	NNG+JKB	33	NP_AJT
33	활용되었다.	활용 되 었 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00234_wikitree	민족 최대의 명절인 추석에 전국 대부분 지방에서 구름 사이로 보름달을 볼 수 있을 전망이다.
1	민족	민족	NNG	2	NP
2	최대의	최대 의	NNG+JKG	3	NP_MOD
3	명절인	명절 이 ㄴ	NNG+VCP+ETM	4	VNP_MOD
4	추석에	추석 에	NNG+JKB	11	NP_AJT
5	전국	전국	NNG	7	NP
6	대부분	대 부분	XPN+NNG	7	NP
7	지방에서	지방 에서	NNG+JKB	11	NP_AJT
8	구름	구름	NNG	9	NP
9	사이로	사이 로	NNG+JKB	11	NP_AJT
10	보름달을	보름 달 을	NNG+NNG+JKO	11	NP_OBJ
11	볼	보 ㄹ	VV+ETM	12	VP_MOD
12	수	수	NNB	13	NP_SBJ
13	있을	있 을	VV+ETM	14	VP_MOD
14	전망이다.	전망 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00235_wikitree	안전행정부는 지방직 7급 공무원 공개경쟁임용 필기시험이 11일 전국 시험장 59곳에서 일제히 시행된다고 9일 밝혔다.
1	안전행정부는	안전행정부 는	NNP+JX	14	NP_SBJ
2	지방직	지방 직	NNG+NNG	4	NP
3	7급	7 급	SN+NNG	4	NP
4	공무원	공무원	NNG	5	NP
5	공개경쟁임용	공개 경쟁 임용	NNG+NNG+NNG	6	NP
6	필기시험이	필기 시험 이	NNG+NNG+JKS	12	NP_SBJ
7	11일	11 일	SN+NNB	12	NP_AJT
8	전국	전국	NNG	9	NP
9	시험장	시험장	NNG	10	NP
10	59곳에서	59 곳 에서	SN+NNG+JKB	12	NP_AJT
11	일제히	일제히	MAG	12	AP
12	시행된다고	시행 되 ㄴ다고	NNG+XSV+EC	14	VP_AJT
13	9일	9 일	SN+NNB	14	NP_AJT
14	밝혔다.	밝히 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00236_wikitree	지난 2005년, 일본 미즈호 증권의 한 주식중개인은 거래 도중 오타로 회사에 1억9천만파운드(3천억 원) 손해를 끼쳤다.
1	지난	지나 ㄴ	VV+ETM	2	VP_MOD
2	2005년,	2005 년 ,	SN+NNB+SP	15	NP_AJT
3	일본	일본	NNP	5	NP
4	미즈호	미즈호	NNP	5	NP
5	증권의	증권 의	NNG+JKG	7	NP_MOD
6	한	한	MMN	7	DP
7	주식중개인은	주식 중개인 은	NNG+NNG+JX	15	NP_SBJ
8	거래	거래	NNG	9	NP
9	도중	도중	NNG	10	NP_MOD
10	오타로	오타 로	NNG+JKB	15	NP_AJT
11	회사에	회사 에	NNG+JKB	15	NP_AJT
12	1억9천만파운드(3천억	1 억 9 천만 파운드 ( 3 천억	SN+NR+SN+NR+NNB+SS+SN+NR	13	NP
13	원)	원 )	NNB+SS	14	NP
14	손해를	손해 를	NNG+JKO	15	NP_OBJ
15	끼쳤다.	끼치 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00237_wikitree	6.4 지방선거 공식 운동이 22일 시작되며 각 후보 진영에서 다양한 선거 홍보물을 공개하고 있다.
1	6.4	6 . 4	SN+SF+SN	2	NP
2	지방선거	지방 선거	NNG+NNG	4	NP
3	공식	공식	NNG	4	NP
4	운동이	운동 이	NNG+JKS	6	NP_SBJ
5	22일	22 일	SN+NNB	6	NP_AJT
6	시작되며	시작 되 며	NNG+XSV+EC	13	VP
7	각	각	MMA	9	DP
8	후보	후보	NNG	9	NP
9	진영에서	진영 에서	NNG+JKB	13	NP_AJT
10	다양한	다양 하 ㄴ	NNG+XSA+ETM	12	VP_MOD
11	선거	선거	NNG	12	NP
12	홍보물을	홍보물 을	NNG+JKO	13	NP_OBJ
13	공개하고	공개 하 고	NNG+XSV+EC	14	VP
14	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00238_wikitree	연구팀은 별에서 가장 먼 세 번째 행성의 공전주기는 4.5일에서 73일 사이에 있으며, 별에서 받는 복사에너지의 양은 지구가 받는 태양복사에너지의 양보다 적을 것으로 추정하고 있다.
1	연구팀은	연구 팀 은	NNG+NNG+JX	23	NP_SBJ
2	별에서	별 에서	NNG+JKB	4	NP_AJT
3	가장	가장	MAG	4	AP
4	먼	멀 ㄴ	VA+ETM	7	VP_MOD
5	세	세	MMN	6	DP
6	번째	번 째	NNB+XSN	7	NP
7	행성의	행성 의	NNG+JKG	8	NP_MOD
8	공전주기는	공전 주기 는	NNG+NNG+JX	12	NP_SBJ
9	4.5일에서	4 . 5 일 에서	SN+SP+SN+NNB+JKB	10	NP_AJT
10	73일	73 일	SN+NNB	11	NP
11	사이에	사이 에	NNG+JKB	12	NP_AJT
12	있으며,	있 으며 ,	VV+EC+SP	21	VP
13	별에서	별 에서	NNG+JKB	14	NP_AJT
14	받는	받 는	VV+ETM	15	VP_MOD
15	복사에너지의	복사 에너지 의	NNG+NNG+JKG	16	NP_MOD
16	양은	양 은	NNG+JX	21	NP_SBJ
17	지구가	지구 가	NNG+JKS	18	NP_SBJ
18	받는	받 는	VV+ETM	19	VP_MOD
19	태양복사에너지의	태양 복사 에너지 의	NNG+NNG+NNG+JKG	20	NP_MOD
20	양보다	양 보다	NNG+JKB	21	NP_AJT
21	적을	적 을	VV+ETM	22	VP_MOD
22	것으로	것 으로	NNB+JKB	23	NP_AJT
23	추정하고	추정 하 고	NNG+XSV+EC	24	VP
24	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00239_wikitree	서울시도 아시아 관광객 위주로 지난해 관광객이 1천만명을 돌파한 가운데 어벤져스2가 개봉되면 미주·유럽권의 관심도 높아지고 한국 관광으로 이어질 수 있다는 점에서 다소간 불편은 감수해야한다는 의지를 비치고 있다.
1	서울시도	서울시 도	NNP+JX	25	NP_SBJ
2	아시아	아시아	NNP	3	NP
3	관광객	관광객	NNG	4	NP
4	위주로	위주 로	NNG+JKB	8	NP_AJT
5	지난해	지나 ㄴ 해	VV+ETM+NNG	8	NP_AJT
6	관광객이	관광객 이	NNG+JKS	8	NP_SBJ
7	1천만명을	1 천만 명 을	SN+NR+NNB+JKO	8	NP_OBJ
8	돌파한	돌파 하 ㄴ	NNG+XSV+ETM	9	VP_MOD
9	가운데	가운데	NNG	11	NP_AJT
10	어벤져스2가	어벤져스 2 가	NNP+SN+JKS	11	NP_SBJ
11	개봉되면	개봉 되 면	NNG+XSV+EC	14	VP
12	미주·유럽권의	미주 · 유럽 권 의	NNP+SP+NNP+XSN+JKG	13	NP_MOD
13	관심도	관심 도	NNG+JX	14	NP_SBJ
14	높아지고	높 아 지 고	VA+EC+VX+EC	17	VP
15	한국	한국	NNP	16	NP
16	관광으로	관광 으로	NNG+JKB	17	NP_AJT
17	이어질	잇 어 지 ㄹ	VV+EC+VX+ETM	18	VP_MOD
18	수	수	NNB	19	NP_SBJ
19	있다는	있 다는	VV+ETM	20	VP_MOD
20	점에서	점 에서	NNG+JKB	23	NP_AJT
21	다소간	다소간	MAG	23	AP
22	불편은	불편 은	NNG+JX	23	NP_OBJ
23	감수해야한다는	감수 하 여야 하 ㄴ다는	NNG+XSV+EC+VX+ETM	24	VP_MOD
24	의지를	의지 를	NNG+JKO	25	NP_OBJ
25	비치고	비치 고	VV+EC	26	VP
26	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00240_wikitree	주변 사람들이 다들 '다시 결혼식 올려야 하는 거 아니냐'고 걱정했지만, 이들 부부는 이 남다른 결혼식이 만족스럽다.
1	주변	주변	NNG	2	NP
2	사람들이	사람 들 이	NNG+XSN+JKS	10	NP_SBJ
3	다들	다 들	MAG+XSN	10	AP
4	'다시	' 다시	SS+MAG	6	AP
5	결혼식	결혼식	NNG	6	NP_OBJ
6	올려야	올리 어야	VV+EC	7	VP
7	하는	하 는	VX+ETM	8	VP_MOD
8	거	거	NNB	9	NP_CMP
9	아니냐'고	아니 냐 ' 고	VCN+EC+SS+JKQ	10	VP_AJT
10	걱정했지만,	걱정 하 였 지만 ,	NNG+XSV+EP+EC+SP	16	VP
11	이들	이 들	NP+XSN	12	NP
12	부부는	부부 는	NNG+JX	16	NP_SBJ
13	이	이	MMD	15	DP
14	남다른	남다르 ㄴ	VA+ETM	15	VP_MOD
15	결혼식이	결혼식 이	NNG+JKS	16	NP_SBJ
16	만족스럽다.	만족 스럽 다 .	NNG+XSA+EF+SF	0	VP

## klue-dp-v1_train_00241_wikitree	이들 해역에는 강한 북서풍이 유입되면서 3∼6ｍ의 높은 파도가 몰아칠 것으로 예측되고 있다.
1	이들	이 들	NP+XSN	2	NP
2	해역에는	해역 에 는	NNG+JKB+JX	5	NP_AJT
3	강한	강하 ㄴ	VA+ETM	4	VP_MOD
4	북서풍이	북서풍 이	NNG+JKS	5	NP_SBJ
5	유입되면서	유입 되 면서	NNG+XSV+EC	9	VP
6	3∼6ｍ의	3 ∼ 6 ｍ 의	SN+SO+SN+SW+JKG	8	NP_MOD
7	높은	높 은	VA+ETM	8	VP_MOD
8	파도가	파도 가	NNG+JKS	9	NP_SBJ
9	몰아칠	몰 아 치 ㄹ	VV+EC+VX+ETM	10	VP_MOD
10	것으로	것 으로	NNB+JKB	11	NP_AJT
11	예측되고	예측 되 고	NNG+XSV+EC	12	VP
12	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00242_wikitree	뇌의 전체적인 용적은 자폐증 그룹과 대조군을 따로따로 분석했을 땐 두 그룹 모두 80~90%가 차이를 보였지만 두 그룹을 서로 비교했을 땐 많아야 2-3% 정도의 차이밖엔 없었다고 딘스타인 박사는 설명했다.
1	뇌의	뇌 의	NNG+JKG	3	NP_MOD
2	전체적인	전체 적 이 ㄴ	NNG+XSN+VCP+ETM	3	VNP_MOD
3	용적은	용적 은	NNG+JX	15	NP_SBJ
4	자폐증	자폐증	NNG	5	NP
5	그룹과	그룹 과	NNG+JC	8	NP_AJT
6	대조군을	대조군 을	NNG+JKO	8	NP_OBJ
7	따로따로	따로 따로	MAG+MAG	8	AP
8	분석했을	분석 하 였 을	NNG+XSV+EP+ETM	9	VP_MOD
9	땐	때 ㄴ	NNG+JX	15	NP_AJT
10	두	두	MMN	11	DP
11	그룹	그룹	NNG	15	NP_SBJ
12	모두	모두	MAG	15	AP
13	80~90%가	80 ~ 90 % 가	SN+SO+SN+SW+JKS	15	NP_SBJ
14	차이를	차이 를	NNG+JKO	15	NP_OBJ
15	보였지만	보이 었 지만	VV+EP+EC	25	VP
16	두	두	MMN	17	DP
17	그룹을	그룹 을	NNG+JKO	19	NP_OBJ
18	서로	서로	MAG	19	AP
19	비교했을	비교 하 였 을	NNG+XSV+EP+ETM	20	VP_MOD
20	땐	때 ㄴ	NNG+JX	25	NP_AJT
21	많아야	많 아야	VA+EC	25	VP
22	2-3%	2 - 3 %	SN+SS+SN+SW	23	NP
23	정도의	정도 의	NNG+JKG	24	NP_MOD
24	차이밖엔	차이 밖에 ㄴ	NNG+JX+JX	25	NP_AJT
25	없었다고	없 었 다고	VA+EP+EC	28	VP_CMP
26	딘스타인	딘스타인	NNP	27	NP
27	박사는	박사 는	NNG+JX	28	NP_SBJ
28	설명했다.	설명 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00243_wikitree	이보다 8년 전이던 1994년 미국 대회에서는 2차전에서 볼리비아를 상대로 한국 축구 월드컵 본선 사상 첫 승을 노렸다가 0-0에 그치기도 했다.
1	이보다	이 보다	NP+JKB	3	NP_AJT
2	8년	8 년	SN+NNB	3	NP
3	전이던	전 이 던	NNG+VCP+ETM	6	VNP_MOD
4	1994년	1994 년	SN+NNB	6	NP
5	미국	미국	NNP	6	NP
6	대회에서는	대회 에서 는	NNG+JKB+JX	19	NP_AJT
7	2차전에서	2 차 전 에서	SN+NNB+NNG+JKB	17	NP_AJT
8	볼리비아를	볼리비아 를	NNP+JKO	9	NP_OBJ
9	상대로	상대 로	NNG+JKB	17	NP_AJT
10	한국	한국	NNP	11	NP
11	축구	축구	NNG	13	NP
12	월드컵	월드컵	NNG	13	NP
13	본선	본선	NNG	14	NP
14	사상	사상	NNG	16	NP
15	첫	첫	MMN	16	DP
16	승을	승 을	NNG+JKO	17	NP_OBJ
17	노렸다가	노리 었 다가	VV+EP+EC	19	VP
18	0-0에	0 - 0 에	SN+SS+SN+JKB	19	NP_AJT
19	그치기도	그치 기 도	VV+ETN+JX	20	VP
20	했다.	하 였 다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00244_wikitree	조 전 부사장은 30일 오전 서울 서부지방법원에서 영장실질 심사를 받았다.
1	조	조	NNP	3	NP
2	전	전	MMD	3	DP
3	부사장은	부사장 은	NNG+JX	10	NP_SBJ
4	30일	30 일	SN+NNB	5	NP
5	오전	오전	NNG	10	NP_AJT
6	서울	서울	NNP	7	NP
7	서부지방법원에서	서부지방법원 에서	NNP+JKB	10	NP_AJT
8	영장실질	영장 실질	NNG+NNG	9	NP
9	심사를	심사 를	NNG+JKO	10	NP_OBJ
10	받았다.	받 았 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00245_wikitree	서버 이전 작업으로 스토리 본문 중, 일부 이미지가 보이지 않거나 SNS 댓글 수집이 되지 않는 현상이 발생할 수 있습니다.
1	서버	서버	NNG	2	NP
2	이전	이전	NNG	3	NP
3	작업으로	작업 으로	NNG+JKB	17	NP_AJT
4	스토리	스토리	NNG	5	NP
5	본문	본문	NNG	6	NP
6	중,	중 ,	NNB+SP	9	NP_AJT
7	일부	일부	NNG	8	NP
8	이미지가	이미지 가	NNG+JKS	9	NP_SBJ
9	보이지	보이 지	VV+EC	10	VP
10	않거나	않 거나	VX+EC	14	VP
11	SNS	SNS	SL	12	NP
12	댓글	댓글	NNG	13	NP
13	수집이	수집 이	NNG+JKC	14	NP_CMP
14	되지	되 지	VV+EC	15	VP
15	않는	않 는	VX+ETM	16	VP_MOD
16	현상이	현상 이	NNG+JKS	17	NP_SBJ
17	발생할	발생 하 ㄹ	NNG+XSV+ETM	18	VP_MOD
18	수	수	NNB	19	NP_SBJ
19	있습니다.	있 습니다 .	VA+EF+SF	0	VP

## klue-dp-v1_train_00246_wikitree	이와 함께 금융사기에 이용된 '대포통장'을 신고하면 최대 50만원의 포상금을 받게 된다.
1	이와	이 와	NP+JKB	2	NP_AJT
2	함께	함께	MAG	6	AP
3	금융사기에	금융 사기 에	NNG+NNG+JKB	4	NP_AJT
4	이용된	이용 되 ㄴ	NNG+XSV+ETM	5	VP_MOD
5	'대포통장'을	' 대포 통장 ' 을	SS+NNG+NNG+SS+JKO	6	NP_OBJ
6	신고하면	신고 하 면	NNG+XSV+EC	10	VP
7	최대	최대	NNG	8	NP
8	50만원의	50 만 원 의	SN+NR+NNB+JKG	9	NP_MOD
9	포상금을	포상금 을	NNG+JKO	10	NP_OBJ
10	받게	받 게	VV+EC	11	VP
11	된다.	되 ㄴ다 .	VV+EF+SF	0	VP

## klue-dp-v1_train_00247_wikitree	헤드램프에 들어간 'Z자 라인'과 그동안 고급차에서 볼 수 없었던 파격적인 라디에어터 그릴·범퍼 등이 눈길을 끌었다.
1	헤드램프에	헤드 램프 에	NNG+NNG+JKB	2	NP_AJT
2	들어간	들 어 가 ㄴ	VV+EC+VX+ETM	4	VP_MOD
3	'Z자	' Z 자	SS+SL+NNB	4	NP
4	라인'과	라인 ' 과	NNG+SS+JC	12	NP_CNJ
5	그동안	그동안	NNG	7	AP
6	고급차에서	고급 차 에서	NNG+NNG+JKB	7	NP_AJT
7	볼	보 ㄹ	VV+ETM	8	VP_MOD
8	수	수	NNB	9	NP_SBJ
9	없었던	없 었 던	VA+EP+ETM	12	VP_MOD
10	파격적인	파격 적 이 ㄴ	NNG+XSN+VCP+ETM	12	VNP_MOD
11	라디에어터	라디에이터	NNG	12	NP
12	그릴·범퍼	그릴 · 범퍼	NNG+SP+NNG	13	NP
13	등이	등 이	NNB+JKS	15	NP_SBJ
14	눈길을	눈길 을	NNG+JKO	15	NP_OBJ
15	끌었다.	끌 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00248_wikitree	저는 사회적 정의 실현과 국민들의 알권리라는 명목 하에 미디어를 매게로 한 이익단체들의 자극적인 보도가 자제되었으면 하는 바람이 있습니다.
1	저는	저 는	NP+JX	18	NP_SBJ
2	사회적	사회 적	NNG+XSN	3	NP
3	정의	정의	NNG	4	NP
4	실현과	실현 과	NNG+JC	6	NP_CNJ
5	국민들의	국민 들 의	NNG+XSN+JKG	6	NP_MOD
6	알권리라는	알 ㄹ 권리 이 라는	VV+ETM+NNG+VCP+ETM	7	VNP_MOD
7	명목	명목	NNG	8	NP
8	하에	하 에	NNG+JKB	11	NP_AJT
9	미디어를	미디어 를	NNG+JKO	10	NP_OBJ
10	매게로	매게 로	NNG+JKB	11	NP_AJT
11	한	하 ㄴ	VV+ETM	14	VP_MOD
12	이익단체들의	이익 단체 들 의	NNG+NNG+XSN+JKG	14	NP_MOD
13	자극적인	자극 적 이 ㄴ	NNG+XSN+VCP+ETM	14	VNP_MOD
14	보도가	보도 가	NNG+JKS	15	NP_SBJ
15	자제되었으면	자제 되 었 으면	NNG+XSV+EP+EC	16	VP
16	하는	하 는	VV+ETM	17	VP_MOD
17	바람이	바람 이	NNG+JKS	18	NP_SBJ
18	있습니다.	있 습니다 .	VV+EF+SF	0	VP

## klue-dp-v1_train_00249_wikitree	이번 공판은 오씨가 지난 2월 1일 춘천지법에 친자 인지 및 양육비 소송을 제출한 이후 처음이다.
1	이번	이번	NNG	2	NP
2	공판은	공판 은	NNG+JX	15	NP_SBJ
3	오씨가	오 씨 가	NNP+NNB+JKS	13	NP_SBJ
4	지난	지나 ㄴ	VV+ETM	6	VP_MOD
5	2월	2 월	SN+NNB	6	NP
6	1일	1 일	SN+NNB	13	NP_AJT
7	춘천지법에	춘천지법 에	NNP+JKB	13	NP_AJT
8	친자	친자	NNG	9	NP
9	인지	인지	NNG	11	NP
10	및	및	MAG	11	AP
11	양육비	양육비	NNG	12	NP
12	소송을	소송 을	NNG+JKO	13	NP_OBJ
13	제출한	제출 하 ㄴ	NNG+XSV+ETM	14	VP_MOD
14	이후	이후	NNG	15	NP_AJT
15	처음이다.	처음 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00250_wikitree	그는 마리오처럼 이탈리아계인데, 마리오가 이탈리아계 미국인이라는 설정이어서 가장 적합하다고 생각돼 캐스팅됐다.
1	그는	그 는	NP+JX	3	NP_SBJ
2	마리오처럼	마리오 처럼	NNP+JKB	3	NP_AJT
3	이탈리아계인데,	이탈리아 계 이 ㄴ데 ,	NNP+XSN+VCP+EC+SP	7	VNP
4	마리오가	마리오 가	NNP+JKS	6	NP_SBJ
5	이탈리아계	이탈리아 계	NNP+XSN	6	NP
6	미국인이라는	미국인 이 라는	NNG+VCP+ETM	7	VNP_MOD
7	설정이어서	설정 이 어서	NNG+VCP+EC	9	VNP
8	가장	가장	MAG	9	AP
9	적합하다고	적합 하 다고	NNG+XSA+EC	10	VP_CMP
10	생각돼	생각 되 어	NNG+XSV+EC	11	VP
11	캐스팅됐다.	캐스팅 되 었 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00251_wikitree	이날 기공식에서 기념 시삽을 하는 장면을 움짤로 만들어봤습니다.
1	이날	이 날	MMD+NNG	5	NP_AJT
2	기공식에서	기공식 에서	NNG+JKB	5	NP_AJT
3	기념	기념	NNG	4	NP
4	시삽을	시삽 을	NNG+JKO	5	NP_OBJ
5	하는	하 는	VV+ETM	6	VP_MOD
6	장면을	장면 을	NNG+JKO	8	NP_OBJ
7	움짤로	움짤 로	NNG+JKB	8	NP_AJT
8	만들어봤습니다.	만들 어 보 았 습니다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00252_wikitree	현직 검사가 검사실에서 여성 피의자와 유사 성행위를 하고 이후 모텔에서 성관계를 가진 사실이 드러나 파문이 일고 있다.
1	현직	현직	NNG	2	NP
2	검사가	검사 가	NNG+JKS	8	NP_SBJ
3	검사실에서	검사실 에서	NNG+JKB	8	NP_AJT
4	여성	여성	NNG	5	NP
5	피의자와	피의자 와	NNG+JC	8	NP_AJT
6	유사	유사	NNG	7	NP
